Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
ATP-dependent Clp protease proteolytic subunit 	288947	289570	-	207	82775656	3798969	clpP	SDY_0295	COG0740OU
trigger factor 	289815	291113	-	432	82775657	3798970	tig	SDY_0296	COG0544O
hypothetical protein SDY_0297 	291260	291523	-	87	82775658	3798971	-	SDY_0297	-
transcriptional regulator BolA 	291457	291774	-	105	161950162	3798972	bolA	SDY_0298	COG0271T
hypothetical protein SDY_0299 	292079	292657	+	192	161950161	3798973	yajG	SDY_0299	COG3056M
muropeptide transporter 	292701	294176	+	491	82775661	3798974	ampG	SDY_0300	COG2814G
iso-IS1 ORF2 	294273	294668	-	131	82775662	3798975	-	SDY_0301	COG1662L
hypothetical protein SDY_0302 	294863	295081	+	72	82775663	3798976	-	SDY_0302	-
putative transport protein 	295062	296432	+	456	82775664	3798977	yajR	SDY_0303	COG2814G
putative nucleotide-binding protein 	296560	297051	-	163	161950160	3798978	yajQ	SDY_0304	COG1666S
2-dehydropantoate 2-reductase 	297219	298130	+	303	82775666	3798979	apbA	SDY_0305	COG1893H
hypothetical protein SDY_0306 	298087	298683	+	198	82775667	3799690	thiJ	SDY_0306	COG0693R
thiamine biosynthesis protein ThiI 	298737	300185	-	482	82775668	3799691	yajK	SDY_0307	COG0301H
exodeoxyribonuclease VII small subunit 	300391	300633	+	80	82775669	3799692	xseB	SDY_0308	COG1722L
geranyltranstransferase 	300633	301532	+	299	82775670	3799693	ispA	SDY_0309	COG0142H
1-deoxy-D-xylulose-5-phosphate synthase 	301557	303419	+	620	82775671	3799694	dxs	SDY_0310	COG1154HI
putative NAD(P)H-dependent xylose reductase 	303474	304448	+	324	82775672	3799695	yajO	SDY_0311	COG0667C
iso-IS1 ORF2 	304825	305220	+	131	82775673	3799696	-	SDY_0312	COG1662L
hypothetical protein SDY_0313 	305221	305625	+	134	82775674	3799697	-	SDY_0313	-
iso-IS1 ORF2 	305622	306017	-	131	82775675	3799698	-	SDY_0314	COG1662L
hypothetical protein SDY_0315 	306388	306627	+	79	82775676	3799699	-	SDY_0315	-
phosphatidylglycerophosphatase A 	306805	307320	-	171	82775677	3799700	pgpA	SDY_0316	COG1267I
thiamine monophosphate kinase 	307298	308275	-	325	82775678	3799701	thiL	SDY_0317	COG0611H
transcription antitermination protein NusB 	308353	308772	-	139	82775679	3799702	nusB	SDY_0318	COG0781K
6,7-dimethyl-8-ribityllumazine synthase 	308792	309262	-	156	82775680	3799703	ribH	SDY_0319	COG0054H
bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase 	309351	310454	-	367	82775681	3799704	ribD	SDY_0320	COG0117H
transcriptional regulator NrdR 	310458	310907	-	149	82775682	3799705	nrdR	SDY_0321	COG1327K
hypothetical protein SDY_0322 	311058	311597	+	179	161950159	3799706	yajI	SDY_0322	-
nucleoside channel 	311896	312780	+	294	82775684	3799707	tsx	SDY_0323	COG3248M
hypothetical protein SDY_0324 	312957	313304	-	115	82775685	3799708	yajD	SDY_0324	-
preprotein translocase subunit SecF 	313433	314404	-	323	82775686	3797461	secF	SDY_0325	COG0341U
preprotein translocase subunit SecD 	314415	316262	-	615	82775687	3797462	secD	SDY_0326	COG0342U
preprotein translocase subunit YajC 	316290	316622	-	110	82775688	3797463	yajC	SDY_0327	COG1862U
queuine tRNA-ribosyltransferase 	316645	317772	-	375	82775689	3797464	tgt	SDY_0328	COG0343J
S-adenosylmethionine:tRNA ribosyltransferase-isomerase 	317827	318897	-	356	82775690	3797465	queA	SDY_0329	COG0809J
putative glycoprotein 	319157	319588	+	143	82775691	3797466	yajB	SDY_0330	COG3124S
hypothetical protein SDY_0331 	319904	320149	-	81	82775692	3797467	-	SDY_0331	-
iso-IS1 ORF2 	320344	320529	+	61	82775693	3797468	-	SDY_0332	COG1662L
iso-IS1 ORF2 	320526	320741	+	71	82775694	3797469	-	SDY_0333	COG1662L
putative proline-specific permease 	322222	323595	-	457	82775695	3797471	proY	SDY_0335	COG1113E
branched chain amino acid transport system II carrier protein 	323671	324990	-	439	82775696	3797472	brnQ	SDY_0336	COG1114E
transcriptional regulator PhoB 	326751	327440	-	229	82775697	3797474	phoB	SDY_0338	COG0745TK
IS4 orf 	328417	329763	-	448	82775698	3797476	-	SDY_0340	COG3385L
exonuclease subunit SbcC 	330267	333404	+	1045	82775699	3797477	sbcC	SDY_0341	COG0419L
iso-IS1 ORF2 	334611	335006	+	131	161950158	3797479	-	SDY_0343	COG1662L
fructokinase 	335631	336539	-	302	161950157	3796843	yajF	SDY_0345	COG1940KG
recombination associated protein 	336664	337575	+	303	82775701	3797480	rdgC	SDY_0344	COG2974L
hypothetical protein SDY_0346 	337653	338108	-	151	82775703	3796844	-	SDY_0346	-
iso-IS1 ORF2 	338249	338644	-	131	82775704	3796845	-	SDY_0347	COG1662L
hypothetical protein SDY_0348 	338996	339904	-	302	82775705	3796846	-	SDY_0348	-
insertion sequence 2 OrfA protein 	340068	340433	+	121	82775706	3796847	-	SDY_0349	COG2963L
insertion element IS2 transposase InsD 	340391	341296	+	301	161950156	3796848	-	SDY_0350	COG2801L
iso-IS1 ORF2 	342028	342243	+	71	82775708	3796849	-	SDY_0351	COG1662L
hypothetical protein SDY_0352 	342329	342613	-	94	82775709	3796850	yaiE	SDY_0352	COG3123S
hypothetical protein SDY_0353 	342685	343362	-	225	82775710	3796851	aroM	SDY_0353	-
hypothetical protein SDY_0354 	343620	343811	-	63	82775711	3796852	yaiA	SDY_0354	-
shikimate kinase II 	343861	344385	-	174	82775712	3796853	aroL	SDY_0355	COG0703E
hypothetical protein SDY_0357 	344568	345026	-	152	161950155	3796855	yaiI	SDY_0357	COG1671S
pyrroline-5-carboxylate reductase 	345146	345955	+	269	82775713	3796854	proC	SDY_0356	COG0345E
diguanylate cyclase AdrA 	345972	347087	-	371	82775715	3796856	adrA	SDY_0358	COG2199T
IS600 ORF2 	347269	347982	-	237	82775716	3796857	-	SDY_0359	COG2801L
induced by phosphate starvation 	348519	348794	-	91	82775717	3796858	psiF	SDY_0360	-
iso-IS1 ORF2 	350676	351071	+	131	82775718	3796860	-	SDY_0362	COG1662L
hypothetical protein SDY_0363 	351184	351444	-	86	82775719	3796861	yaiB	SDY_0363	-
iso-IS1 ORF2 	351496	351891	-	131	82775720	3799557	-	SDY_0364	COG1662L
D-alanyl-alanine synthetase A 	352680	353774	+	364	82775721	3799558	ddl	SDY_0365	COG1181M
hypothetical protein SDY_0366 	353798	354142	-	114	82775722	3799559	-	SDY_0366	-
hypothetical protein SDY_0367 	354270	354578	+	102	82775723	3799560	-	SDY_0367	-
hypothetical protein SDY_0368 	354637	355731	-	364	82775724	3799561	yaiW	SDY_0368	-
transport protein 	355744	356964	-	406	82775725	3799562	sbmA	SDY_0369	COG1133I
beta-lactam binding protein AmpH 	357316	358485	+	389	82775726	3799563	yaiH	SDY_0370	COG1680V
hypothetical protein SDY_0371 	358474	358707	-	77	82775727	3799564	-	SDY_0371	-
iso-IS1 ORF2 	359170	359565	+	131	82775728	3799565	-	SDY_0372	COG1662L
hypothetical protein SDY_0373 	359575	359916	-	113	82775729	3799566	yaiV	SDY_0373	-
IS1 ORF2 	360005	360382	-	125	82775730	3799567	insB	SDY_0374	COG1662L
IS1 ORF1 	360427	360702	-	91	82775731	3799568	insA	SDY_0375	COG3677L
iso-IS1 ORF2 	361480	361875	+	131	161950154	3799570	-	SDY_0377	COG1662L
beta-D-galactosidase 	362065	364974	-	969	82775733	3799571	lacZ	SDY_0378	COG3250G
lac repressor 	365263	366345	-	360	82775734	3799572	lacI	SDY_0379	COG1609K
hypothetical protein SDY_0380 	366382	366864	-	160	82775735	3799573	-	SDY_0380	COG4977K
IS600 ORF1 	366880	367182	+	100	82775736	3799574	-	SDY_0381	COG2963L
IS600 ORF2 	367323	368036	+	237	82775737	3799575	-	SDY_0382	COG2801L
hypothetical protein SDY_0383 	368064	368510	+	148	82775738	3799576	cof	SDY_0383	COG0561R
putative LRP-like transcriptional regulator 	368576	369121	+	181	82775739	3799577	ybaO	SDY_0384	COG1522K
putative multidrug transporter membrane\ATP-binding components 	369151	370923	+	590	82775740	3799578	mdlA	SDY_0385	COG1132V
putative multidrug transporter membrane\ATP-binding components 	370916	372697	+	593	82775741	3799579	mdlB	SDY_0386	COG1132V
nitrogen regulatory protein P-II 2 	372878	373216	+	112	82775742	3799580	glnK	SDY_0387	COG0347E
ammonium transporter 	373246	374532	+	428	82775743	3799581	amtB	SDY_0388	COG0004P
acyl-CoA thioesterase II 	374581	375441	-	286	82775744	3799582	tesB	SDY_0389	COG1946I
hypothetical protein SDY_0391 	376262	376651	-	129	82775745	3799584	ybaZ	SDY_0391	COG3695L
hypothetical protein SDY_0392 	376952	377305	+	117	82775746	3799585	ybaA	SDY_0392	COG5507S
hypothetical protein SDY_0393 	377347	378660	-	437	82775747	3799586	ylaB	SDY_0393	COG4943T
IS1 ORF1 	378730	379005	+	91	82775748	3799587	insA	SDY_0394	COG3677L
glyoxylate carboligase 	379362	380921	-	519	82775749	3799588	gcl	SDY_0395	COG3960R
DNA-binding transcriptional repressor AllR 	381011	381826	-	271	82775750	3799589	ybbU	SDY_0396	COG1414K
ureidoglycolate hydrolase 	381904	382386	-	160	82775751	3799590	ybbT	SDY_0397	COG3194F
DNA-binding transcriptional activator AllS 	382615	383541	+	308	82775752	3799591	ybbS	SDY_0398	COG0583K
tRNA 2-selenouridine synthase 	383610	384704	+	364	82775753	3799592	ybbB	SDY_0399	COG2603R
hypothetical protein SDY_0400 	384784	385191	+	135	82775754	3799593	-	SDY_0400	-
IS1 ORF1 	385896	386171	+	91	82775755	3799594	insA	SDY_0401	COG3677L
IS1 ORF2 	386216	386593	+	125	82775756	3799595	insB	SDY_0402	COG1662L
putative ABC transporter ATP-binding protein YbbA 	389100	389786	-	228	82775758	3796152	ybbA	SDY_0405	COG4181Q
multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1 	389754	390380	+	208	82775757	3796151	tesA	SDY_0404	COG2755E
short chain dehydrogenase 	390370	391179	+	269	82775759	3796153	ybbO	SDY_0406	COG0300R
putative thioredoxin-like protein 	391204	392094	+	296	82775760	3796154	ybbN	SDY_0407	COG3118O
putative metal resistance protein 	392157	392963	-	268	82775761	3796155	ybbM	SDY_0408	COG0390R
putative ABC transporter ATP-binding protein YbbL 	392923	393600	-	225	82775762	3796156	ybbL	SDY_0409	COG4619R
putative protease 	393746	394663	+	305	82775763	3796157	ybbK	SDY_0410	COG0330O
hypothetical protein SDY_0411 	394660	395118	+	152	82775764	3796158	ybbJ	SDY_0411	COG1585OU
hypothetical protein SDY_0412 	395198	395560	-	120	82775765	3796159	-	SDY_0412	-
iso-IS1 ORF2 	395950	396165	-	71	82775766	3796160	-	SDY_0413	COG1662L
iso-IS1 ORF2 	396652	397047	+	131	82775767	3796161	-	SDY_0414	COG1662L
DNA-binding transcriptional regulator CueR 	397196	397603	-	135	82775768	3796162	ybbI	SDY_0415	COG0789K
putative membrane spanning export protein 	397600	398775	-	391	82775769	3796163	-	SDY_0416	COG1566V
putative cytoplasmic membrane export protein 	398772	400298	-	508	82775770	3796164	-	SDY_0417	COG2274V
hypothetical protein SDY_0418 	400306	400677	-	123	82775771	3796165	-	SDY_0418	COG2274V
hypothetical protein SDY_0419 	400720	400932	-	70	82775772	3796166	-	SDY_0419	COG2274V
hypothetical protein SDY_0420 	400936	402270	-	444	82775773	3796167	-	SDY_0420	-
hypothetical protein SDY_0421 	402334	402999	-	221	82775774	3796168	-	SDY_0421	-
hypothetical protein SDY_0422 	403103	407500	-	1465	82775775	3796169	-	SDY_0422	-
hypothetical protein SDY_0423 	407525	411472	-	1315	82775776	3799093	-	SDY_0423	-
hypothetical protein SDY_0424 	411486	412979	-	497	82775777	3799094	-	SDY_0424	-
hypothetical protein SDY_0425 	412889	415765	-	958	82775778	3799095	-	SDY_0425	-
hypothetical protein SDY_0426 	415836	416036	-	66	82775779	3799096	-	SDY_0426	-
iso-IS1 ORF2 	416231	416626	+	131	82775780	3799097	-	SDY_0427	COG1662L
hypothetical protein SDY_0428 	416643	416936	-	97	82775781	3799098	-	SDY_0428	COG1538MU
hypothetical protein SDY_0429 	416946	417566	-	206	82775782	3799099	-	SDY_0429	COG1538MU
IS1 ORF1 	417654	417929	+	91	82775783	3799100	insA	SDY_0430	COG3677L
IS1 ORF2 	417974	418351	+	125	82775784	3799101	insB	SDY_0431	COG1662L
putative amino acid/amine transport protein 	418512	419804	-	430	82775785	3799102	ybaT	SDY_0432	COG1113E
copper exporting ATPase 	421002	423506	+	834	82775786	3799104	copA	SDY_0434	COG2217P
hypothetical protein SDY_0435 	423620	424015	-	131	82775787	3799105	ybaQ	SDY_0435	COG3093R
putative ligase 	424099	424893	+	264	82775788	3799106	ybaP	SDY_0436	COG3735S
hypothetical protein SDY_0437 	425097	425576	+	159	82775789	3799107	ybaK	SDY_0437	COG2606S
bifunctional UDP-sugar hydrolase/5'-nucleotidase periplasmic precursor 	425613	427265	-	550	82775790	3799108	ushA	SDY_0438	COG0737F
IS4 orf 	427709	429055	-	448	82775791	3799110	-	SDY_0440	COG3385L
putative cation:proton antiport protein 	430380	432056	+	558	82775792	3799111	ybaL	SDY_0441	COG4651P
inosine-guanosine kinase 	432190	433494	-	434	82775793	3798060	gsk	SDY_0442	COG0524G
ferrochelatase 	434602	435564	-	320	82775794	3798062	hemH	SDY_0444	COG0276H
adenylate kinase 	435696	436340	-	214	82775795	3798063	adk	SDY_0445	COG0563F
heat shock protein 90 	436521	438395	-	624	82775796	3798064	htpG	SDY_0446	COG0326O
recombination protein RecR 	438505	439110	-	201	82775797	3798065	recR	SDY_0447	COG0353L
hypothetical protein SDY_0448 	439110	439439	-	109	82775798	3798066	ybaB	SDY_0448	COG0718S
DNA polymerase III subunits gamma and tau 	439492	441423	-	643	82775799	3798067	dnaX	SDY_0449	COG2812L
adenine phosphoribosyltransferase 	441552	442103	-	183	82775800	3798068	apt	SDY_0450	COG0503F
hypothetical protein SDY_0451 	442256	442633	-	125	82775801	3798069	ybaN	SDY_0451	COG2832S
primosomal replication protein N'' 	442703	443230	+	175	82775802	3798070	priC	SDY_0452	COG3923L
hypothetical protein SDY_0453 	443244	443408	+	54	82775803	3798071	ybaM	SDY_0453	-
potassium efflux protein KefA 	443447	446809	-	1120	82775804	3798072	aefA	SDY_0454	COG3264M
DNA-binding transcriptional repressor AcrR 	446937	447584	-	215	82775805	3798073	acrR	SDY_0455	COG1309K
acridine efflux pump 	447726	448919	+	397	82775806	3798074	acrA	SDY_0456	COG0845M
acridine efflux pump 	448942	452091	+	1049	82775807	3798075	acrB	SDY_0457	COG0841V
hypothetical protein SDY_0458 	452637	453011	+	124	82775808	3798076	ybaJ	SDY_0458	-
hemolysin expression-modulating protein 	453037	453255	+	72	82775809	3798077	hha	SDY_0459	-
maltose O-acetyltransferase 	453427	453978	+	183	82775810	3798078	ylaD	SDY_0460	COG0110R
hypothetical protein SDY_0461 	454055	454564	+	169	82775811	3798079	ylaC	SDY_0461	-
hypothetical protein SDY_0462 	454728	454928	+	66	82775812	3796170	-	SDY_0462	COG4943T
insertion sequence 2 OrfA protein 	455017	455382	+	121	82775813	3796171	-	SDY_0463	COG2963L
insertion element IS2 transposase InsD 	455340	456245	+	301	161950153	3796172	-	SDY_0464	COG2801L
IS1 ORF2 	456311	456688	-	125	82775815	3796173	insB	SDY_0465	COG1662L
IS1 ORF1 	456733	457008	-	91	82775816	3796174	insA	SDY_0466	COG3677L
IS911 ORF1 	457321	457623	+	100	82775817	3796175	-	SDY_0467	COG2963L
IS911 ORF2 	457650	458000	+	116	82775818	3796176	-	SDY_0468	-
IS911 ORF2 	457969	458490	+	173	82775819	3796177	-	SDY_0469	COG2801L
iso-IS1 ORF2 	458968	459363	+	131	82775820	3796178	-	SDY_0470	COG1662L
hypothetical protein SDY_0471 	459360	460157	-	265	82775821	3796179	-	SDY_0471	-
gamma-glutamyl phosphate reductase 	460593	461846	-	417	82775822	3796181	proA	SDY_0473	COG0014E
gamma-glutamyl kinase 	461858	462961	-	367	82775823	3796182	proB	SDY_0474	COG0263E
IS1 ORF1 	463189	463464	+	91	82775824	3796183	insA	SDY_0475	COG3677L
IS1 ORF2 	463509	463886	+	125	82775825	3796184	insB	SDY_0476	COG1662L
DNA-binding transcriptional regulator Crl 	463961	464362	-	133	82775826	3796185	crl	SDY_0477	-
fermentation/respiration switch protein 	464420	465664	-	414	82775827	3796186	frsA	SDY_0478	COG0412Q
xanthine-guanine phosphoribosyltransferase 	465756	466214	-	152	82775828	3796187	gpt	SDY_0479	COG0503F
aminoacyl-histidine dipeptidase 	466475	467932	+	485	82775829	3796079	pepD	SDY_0480	COG2195E
peptide chain release factor-like protein 	467989	468489	-	166	82775830	3796080	prfH	SDY_0481	COG1186J
hypothetical protein SDY_0482 	468458	468724	-	88	82775831	3796081	-	SDY_0482	COG1690S
DNA polymerase IV 	469480	470535	-	351	82775832	3796082	dinP	SDY_0483	COG0389L
hypothetical protein SDY_0484 	470606	471385	-	259	82775833	3796083	mbhA	SDY_0484	COG1360N
putative flagellar motor transmembrane channel protein 	471532	472275	-	247	82775834	3796084	-	SDY_0485	COG1291N
iso-IS1 ORF2 	472497	472892	+	131	82775835	3796085	-	SDY_0486	COG1662L
IS1 ORF1 	473162	473449	+	95	82775836	3796086	insA	SDY_0487	COG3677L
hypothetical protein SDY_0488 	473945	475327	+	460	82775837	3796087	-	SDY_0488	COG3696P
phenylalanine transporter 	475429	476805	+	458	82775838	3796088	pheP	SDY_0489	COG1113E
putative transport 	476873	478120	-	415	82775839	3796089	ybdG	SDY_0490	COG0668M
dihydropteridine reductase 	478228	478881	-	217	82775840	3796090	nfnB	SDY_0491	COG0778C
hypothetical protein SDY_0492 	478975	479343	-	122	82775841	3796091	ybdF	SDY_0492	COG2315S
hypothetical protein SDY_0493 	479408	479656	-	82	82775842	3796092	ybdJ	SDY_0493	-
carboxylate-amine ligase 	479722	480840	-	372	82775843	3796093	ybdK	SDY_0494	COG2170S
insertion element IS2 transposase InsD 	481764	482669	-	301	161950152	3796094	-	SDY_0495	COG2801L
insertion sequence 2 OrfA protein 	482627	482992	-	121	82775845	3796095	-	SDY_0496	COG2963L
hypothetical protein SDY_0497 	483003	483995	+	330	82775846	3796096	-	SDY_0497	-
hypothetical protein SDY_0498 	484134	484817	+	227	82775847	3796097	-	SDY_0498	COG3468MU
IS1 ORF1 	484868	485143	+	91	82775848	3796098	insA	SDY_0499	COG3677L
IS1 ORF2 	485188	485565	+	125	82775849	3797427	insB	SDY_0500	COG1662L
delta-aminolevulinic acid dehydratase 	485847	486854	+	335	82775850	3797428	hemB	SDY_0501	COG0113H
taurine dioxygenase 	486961	487812	-	283	82775851	3797429	tauD	SDY_0502	COG2175Q
taurine transporter subunit 	487809	488636	-	275	82775852	3797430	tauC	SDY_0503	COG0600P
taurine transporter ATP-binding subunit 	488633	489400	-	255	82775853	3797431	tauB	SDY_0504	COG4525P
taurine transporter substrate binding subunit 	489413	490375	-	320	82775854	3797432	tauA	SDY_0505	COG4521P
putative response regulator 	490678	491307	+	209	82775855	3797433	-	SDY_0506	COG2197TK
putative sensor kinase 	491307	492470	+	387	82775856	3797434	-	SDY_0507	COG3851T
IS2 ORF2 	492398	493018	-	206	82775857	3797435	-	SDY_0508	COG2801L
IS2 ORF2 	493023	493268	-	81	82775858	3797436	-	SDY_0509	-
insertion sequence 2 OrfA protein 	493226	493591	-	121	82775859	3797437	-	SDY_0510	COG2963L
phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex 	493991	494620	-	209	82775860	3797438	entD	SDY_0511	COG2977Q
outer membrane receptor FepA 	494786	497026	-	746	82775861	3797439	fepA	SDY_0512	COG4771P
enterobactin/ferric enterobactin esterase 	497347	498471	+	374	82775862	3797440	fes	SDY_0513	COG2382P
hypothetical protein SDY_0514 	498474	498692	+	72	82775863	3797441	ybdZ	SDY_0514	COG3251S
enterobactin synthase subunit F 	498689	502570	+	1293	82775864	3797442	entF	SDY_0515	COG1020Q
IS1 ORF2 	502790	503167	-	125	82775865	3797443	insB	SDY_0516	COG1662L
IS1 ORF1 	503212	503487	-	91	82775866	3797444	insA	SDY_0517	COG3677L
ferric enterobactin transport protein FepE 	503562	504695	+	377	82775867	3797445	fepE	SDY_0518	COG3765M
iron-enterobactin transporter ATP-binding protein 	504692	505507	-	271	82775868	3799884	fepC	SDY_0519	COG1120PH
iron-enterobactin transporter permease 	505504	506496	-	330	82775869	3799885	fepG	SDY_0520	COG4779P
iron-enterobactin transporter membrane protein 	506493	507497	-	334	82775870	3799886	fepD	SDY_0521	COG0609P
enterobactin exporter EntS 	507608	508858	+	416	82775871	3799887	ybdA	SDY_0522	-
iron-enterobactin transporter periplasmic binding protein 	508939	509904	-	321	82775872	3799888	fepB	SDY_0523	COG4592P
isochorismate hydroxymutase 2 	510093	511268	+	391	82775873	3799889	entC	SDY_0524	COG1169HQ
enterobactin synthase subunit E 	511278	512888	+	536	82775874	3799890	entE	SDY_0525	COG1021Q
2,3-dihydro-2,3-dihydroxybenzoate synthetase 	512902	513759	+	285	82775875	3799891	entB	SDY_0526	COG1535Q
2,3-dihydroxybenzoate-2,3-dehydrogenase 	513759	514505	+	248	82775876	3799892	entA	SDY_0527	COG1028IQR
hypothetical protein SDY_0528 	514508	514921	+	137	82775877	3799893	ybdB	SDY_0528	COG2050Q
hypothetical protein SDY_0530 	517389	517586	+	65	82775878	3799895	ybdD	SDY_0530	COG2879S
hypothetical protein SDY_0531 	517596	518684	-	362	82775879	3799896	ybdH	SDY_0531	COG0371C
putative aminotransferase 	519006	519953	+	315	82775880	3799897	ybdL	SDY_0532	COG0436E
hypothetical protein SDY_0533 	520080	520583	-	167	82775881	3799898	ybdM	SDY_0533	COG1475K
hypothetical protein SDY_0534 	520556	521143	-	195	82775882	3799899	-	SDY_0534	COG3969R
IS600 ORF1 	521209	521511	+	100	82775883	3799900	-	SDY_0535	COG2963L
IS600 ORF2 	521652	522365	+	237	82775884	3799901	-	SDY_0536	COG2801L
hypothetical protein SDY_0537 	522390	523043	-	217	82775885	3799902	ybdN	SDY_0537	COG3969R
iso-IS1 ORF2 	523815	524210	+	131	82775886	3799903	-	SDY_0538	COG1662L
alkyl hydroperoxide reductase subunit C 	525582	526145	+	187	82775887	3797335	ahpC	SDY_0540	COG0450O
alkyl hydroperoxide reductase, F52a subunit 	526244	527839	+	531	82775888	3797336	ahpF	SDY_0541	COG3634O
